LncRNA name	MiRNA name	Gene name	Pubmed ID	Experimental method
MIR31HG	miR-193b	ACTB	26549028	luciferase reporter assays;qRT-PCR
BC032469	miR-1207-5p	hTERT	26549025	luciferase reporter assays;qRT-PCR
miR-183 sponge	miR-183	RAB21	25394902	luciferase reporter assays;qRT-PCR;Western blot assay
lincRNA-ROR	miR-145	Nanog	26636540	luciferase reporter assays;qRT-PCR;Western blot assay;Northern blot assay
TGFB2-OT1	miR-3960	CERS1	26565952	luciferase reporter assays;qRT-PCR;Western blot assay
TGFB2-OT1	miR-4488	NAT8L	26565952	luciferase reporter assays;qRT-PCR;Western blot assay
TGFB2-OT1	miR-4459	LARP1	26565952	luciferase reporter assays;qRT-PCR;Western blot assay
GAS5	miR-222	p27	26446789	luciferase reporter assays;qRT-PCR;Western blot assay
MALAT1	miR-145	NA	26311052	luciferase reporter assays;qRT-PCR;Western blot assay;Northern blot assay
FER1L4	miR-106a-5p	PTEN	26306906	qRT-PCR;Western blot assay
MEG3	miR-181a	BCL2	26253106	luciferase reporter assays;qRT-PCR
lincRNA-ROR	let-7i-5p	NA	28580169	qRT-PCR
lincRNA-ROR	let-7b-5p	NA	28580169	qRT-PCR
lincRNA-ROR	let-7e-5p	NA	28580169	qRT-PCR
lincRNA-ROR	let-7e-3p	NA	28580169	qRT-PCR
lincRNA-ROR	let-7b-3p	NA	28580169	qRT-PCR
lincRNA-ROR	let-7c-3p	NA	28580169	qRT-PCR
HOTAIR	miR-148a	Snail2	28441714	luciferase reporter assays;qRT-PCR;Western blot assay
HOTAIR	miR-148a	E-cadherin	28441714	luciferase reporter assays;qRT-PCR;Western blot assay
HOTAIR	miR-148a	N-cadherin	28441714	luciferase reporter assays;qRT-PCR;Western blot assay
HOTAIR	miR-148a	Vimentin	28441714	luciferase reporter assays;qRT-PCR;Western blot assay
XIST	miR-449a	BCL2	28248928	qRT-PCR;Western blot assay
TUG1	miR-9	Bcl2l11 	28202414	qRT-PCR;Western blot assay
TUG1	miR-300	NA	28178615	luciferase reporter assays;qRT-PCR;Western blot assay
FTH1P3	miR-224-5p	fizzled5	28093311	luciferase reporter assays;qRT-PCR;Western blot assay
HULC	miR-200a	cMyc	28069548	qRT-PCR;Western blot assay
HULC	miR-200a	BCL2	28069548	qRT-PCR;Western blot assay
HOTAIR	miR-7	HuR	27941336	
DDAH1-V3	miR-21	DDAH1	27663503	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-9-5p	POU2F1	27658774	luciferase reporter assays;qRT-PCR;Western blot assay
UFC1	miR-34a	--	27529373	luciferase reporter assays;qRT-PCR
XIST	miR-34a-5p	E2F3	27461945	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-26a	PTEN	27298156	luciferase reporter assays;qRT-PCR;Western blot assay
UCA1	miR-204-5p	CREB1	27046651	luciferase reporter assays;qRT-PCR;Northern blot assay
UCA1	miR-204-5p	RAB22A	27046651	luciferase reporter assays;qRT-PCR;Northern blot assay
UCA1	miR-204-5p	BCL2	27046651	luciferase reporter assays;qRT-PCR;Northern blot assay
TUSC7	miR-10a	EphA4	27002617	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-106a	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-106b	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-17-5p	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-20a	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-20b	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-26a	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-26b	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
TUG1	miR-93	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-106a	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-106b	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-17-5p	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-19a	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-19b	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-20a	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-20b	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-26a	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-26b	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
CTB-89H12.4	miR-93	PTEN	26975529	luciferase reporter assays;qRT-PCR;Western blot assay
UVA1	miR-485-5p	MMP14	26867765	luciferase reporter assays;qRT-PCR
H19	miR-141	CTNNB1	26853553	luciferase reporter assays;qRT-PCR;Western blot assay
H19	miR-22	CTNNB1	26853553	luciferase reporter assays;qRT-PCR;Western blot assay
LINC00162	miR-320a	Nucleolin	26539909	luciferase reporter assays;qRT-PCR;Northern blot assay
LINC00162	miR-383	Nucleolin	26539909	luciferase reporter assays;qRT-PCR;Northern blot assay
PCGEM1	miR-770	GFP	26340084	qRT-PCR;Western blot assay
lincRNA-p21	miR-130b	NA	26273737	qRT-PCR
NEAT1	miR-449b-5p	c-Met	26242266	luciferase reporter assays;qRT-PCR;RNA immunoprecipitation
H19	let-7	IGF1R	26089099	qRT-PCR;Western blot assay
CCAT1	let-7a	HMGA2	25884472	luciferase reporter assays;qRT-PCR;Western blot assay
CCAT1	let-7b	HMGA2	25884472	luciferase reporter assays;qRT-PCR;Western blot assay
CCAT1	let-7c	HMGA2	25884472	luciferase reporter assays;qRT-PCR;Western blot assay
CCAT1	let-7e	HMGA2	25884472	luciferase reporter assays;qRT-PCR;Western blot assay
CCAT1	let-7a	c-Myc	25884472	luciferase reporter assays;qRT-PCR;Western blot assay
CCAT1	let-7b	c-Myc	25884472	luciferase reporter assays;qRT-PCR;Western blot assay
CCAT1	let-7c	c-Myc	25884472	luciferase reporter assays;qRT-PCR;Western blot assay
CCAT1	let-7e	c-Myc	25884472	luciferase reporter assays;qRT-PCR;Western blot assay
MALAT1	miR-133a	Srf	25868726	luciferase reporter assays;qRT-PCR;Western blot assay
UCA1	miR-216b	FGFR1	25760077	luciferase reporter assays;qRT-PCR;Western blot assay
H19	miR-17-5p	NA	25531890	luciferase reporter assays;qRT-PCR;Western blot assay
H19	miR-106a	NA	25531890	luciferase reporter assays;qRT-PCR;Western blot assay
H19	let-7a	INSR	25399420	luciferase reporter assays;qRT-PCR;Western blot assay
miR-21 sponge	miR-21	PTEN	25266796	qRT-PCR;Western blot assay
lincRNA-ROR	miR-145	ARF6	25253741	qRT-PCR;Western blot assay
PDGF	miR-138	FAK	24792185	qRT-PCR;Western blot assay
PDGF	miR-138	ERK1	24792185	qRT-PCR;Western blot assay
PDGF	miR-138	Runx2	24792185	qRT-PCR;Western blot assay
PDGF	miR-138	ERK2	24792185	qRT-PCR;Western blot assay
AC026166.2-001	miR-24-3p	p27	29463827	Microarray,PCR,Western blot,Luciferase reporter assay,knockdown
ADAMTS9-AS2	miR-182	NR3C1	29512732	qPCR etc
ADAMTS9-AS2	miR-223-3p	TGFBR3	29707897	Microarray,qPCR,Western blot etc
ADPGK-AS1	miR-205-5p	ZEB1	29667486	Microarray,qPCR,Western blot etc
ANRIL	miR-125a	NA	29635126	qPCR,Luciferase reporter assay,in vitro knockdown etc
ATB	miR-200c	ZEB1	29657927	qPCR,RNAi etc
ATB	miR-200c	ZNF-217	29657927	qPCR,RNAi etc
ATB	miR-494	STAT3	29693289	qPCR,Western blot etc
ATB	miR-126	KRAS	29321082	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
BANCR	miR-532-5p	NCF2	29483646	RNA-seq,Microarray,RT-qPCR,Western blot,Luciferase reporter assay,in vitro knockdown
BCYRN1	miR-138	VEGF	29552212	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
BCYRN1	miR-138	MMP2	29552212	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
BLACAT1	miR-361	ABCB1	29710482	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
CASC2	miR-181a	TGFB	29523222	qPCR,Western blot,in vitro knockdown etc
CASC2	miR-181a	PLXNC	29514220	Microarray,qPCR,Western blot,Luciferase reporter assay
CASC2	miR-24	TRAIL	29476051	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
CASC2	miR-221	TRAIL	29476051	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
CASC2	miR-18a-5p	RUNX1	29422114	RT-qPCR,Western blot,Luciferase reporter assay
CASC2	miR-183	SPRY2	29373811	RT-PCR,Luciferase reporter assay,in vitro knockdown
CAT104	miR-381	ZEB1	29295724	qRT-PCR,Western blot,Luciferase reporter assay
CAT104	miR-381	ZEB1	29523223	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
CCAT1	miR-1290	TCF21	29424889	qPCR
CNALPTC1	miR-30a	BCL9	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30b	BCL9	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30c	BCL9	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30d	BCL9	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30e	BCL9	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30a	SNAI1	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30b	SNAI1	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30c	SNAI1	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30d	SNAI1	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30e	SNAI1	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30a	VIM	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30b	VIM	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30c	VIM	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30d	VIM	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CNALPTC1	miR-30e	VIM	29416932	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,RIP
CRNDE	miR-145	E2F3 	29710461	qPCR,in vitro knockdown etc
CRNDE	miR-144	FGF2	29512732	qPCR etc
DANCR	miR-758-3p	BCL-2	29635134	qPCR,Luciferase reporter assay,in vitro knockdown etc
DANCR	miR-33a-5p	AXL	29572052	qPCR,Western blot,Luciferase reporter assays,in vitro knockdown etc
DANCR	miR-33b-5p	AXL	29572052	qPCR,Western blot,Luciferase reporter assays,in vitro knockdown etc
DANCR	miR-1-3p	AXL	29572052	qPCR,Western blot,Luciferase reporter assays,in vitro knockdown etc
DANCR	miR-206	AXL	29572052	qPCR,Western blot,Luciferase reporter assays,in vitro knockdown etc
DANCR	miR-613	AXL	29572052	qPCR,Western blot,Luciferase reporter assays,in vitro knockdown etc
DANCR	miR-335-5p	ROCK1	29753317	qPCR,Western blot etc
DANCR	miR-1972	ROCK1	29753317	qPCR,Western blot etc
DANCR	miR-613	MMP-9	29744877	qPCR,Western blot etc
DANCR	miR-34c	MMP-9	29744877	qPCR,Western blot etc
DANCR	miR-577	HSP27	29717105	qPCR,Western blot,RIP etc
DANCR	miR-634	RAB1A	29301870	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
DGCR5	miR-22-3p	BCL-2	29030962	qPCR,Western blot etc
DGCR5	miR-330-5p	CD44	29663359	qPCR,Western blot,Luciferase reporter assay etc
Dleu2	miR-16-1	NA	29687850	qPCR,Luciferase reporter assay,in vitro knockdown etc
ENST01108	miR-489	SIK1	29421578	qPCR,Western blot,Luciferase reporter assay etc
FABP5P3	miR-589-5p	ZMYND19	29522715	qPCR,Luciferase reporter assay,in vitro knockdown etc
FAL1	miR-1236	AFP	29421439	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
FAL1	miR-1236	ZEB1	29421439	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
FENDRR	miR-18a-5p	RUNX1	29465000	qPCR,Luciferase reporter assay,in vitro knockdown
FEZF1-AS1	miR-4443	NUPR1	29510778	RT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
FEZF1-AS1	miR-107	ZNF312B	29348628	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
FLVCR1-AS1	miR-513c	MET	29574975	qPCR,in vitro knockdown,Luciferase reporter assay etc
FOXD2-AS1	miR-143	ABCC3	29674277	qPCR,Western blot,Luciferase reporter assay etc
GACAT3	miR-149	SP1	29593420	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
GACAT3	miR-149	STAT3 	29593420	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
GAS5	miR-221	NA	29630521	qPCR etc
GAS5	miR-203a	TIMP2	29414815	qPCR,Western blot
GAS5	miR-21	AGO4	29719612	qPCR,RNAi etc
GAS5	miR-301a	CXCR4	29386089	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
GUARDIN	miR-23a	TRF2	29593331	Microarray,Luciferase reporter assay,in vitro knockdown,RNAi etc
H19	miR-106a-5p	E2F3	29350287	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
H19	miR-675	E2F-1	29344285	qPCR,Luciferase reporter assay,Western blot
H19	miR?138	EZH2	29344674	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
H19	miR-148a	DNMT1	29719612	qPCR,RNAi etc
H19	miR-484	ROCK2	29219208	qPCR,Western blot etc
H19	miR-29b-3p	PGRN	29754471	qPCR,Western blot,Luciferase reporter assay etc
H19	miR-17	STAT3	29693721	qPCR,Western blot,Luciferase reporter assay etc
H19	miR-103	Trx	29693231	qPCR etc
H19	miR-107	Trx	29693231	qPCR etc
H19	let-7	Trx	29693231	qPCR etc
H19	miR-29b-1	Trx	29693231	qPCR etc
H19	miR-675	KIF1B	29465760	qRT-PCR,Western blot
H19	miR-675	EZH2	29643989	RT-qPCR,Western blot,in vitro knockdown,RIP
H19	miR-29a	EZH2	29643989	RT-qPCR,Western blot,in vitro knockdown,RIP
H19	miR-152	NA	29422115	qRT-PCR,Luciferase reporter assay
H19	let-7a	HMGA2	29523225	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown
HAGLROS	miR-100-5p	ATG9A	29329543	RNA-seq,Microarray,qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
HAGLROS	miR-100-5p	ATG9B	29329543	RNA-seq,Microarray,qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
HCP5	miR-22-3p	ST6GAL2 	29515098	RNA-seq,qPCR,RNAi etc
HCP5	miR-186-5p	ST6GAL2 	29515098	RNA-seq,qPCR,RNAi etc
HCP5	miR-216a-5p	ST6GAL2 	29515098	RNA-seq,qPCR,RNAi etc
HOST2	let-7b	c-Myc	29236319	qPCR,Western blot etc
HOTAIR	miR-331-3p	HER2	29683069	qPCR etc
HOTAIR	miR-454-3p	EZH2	29221985	qPCR,Western blot,in vitro knockdown etc
HOTAIR	miR-148a	AGO4	29719612	qPCR,RNAi etc
HOTAIR	miR-15b	p53 	29323737	qPCR,Western blot etc
HOTAIR	miR-331-3p	NRP2	29130509	qPCR,Western blot,RNAi etc
HOTAIR	miR-133a-3p	XIRP1	29620291	qPCR etc
HOTAIR	miR-143-3p	BCL2	29336659	qPCR,Western blot,Luciferase reporter assay,RIP etc
HOTAIR	miR-646	NPM1	29466670	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
HOTAIR	miR-23b	MAPK1	29335299	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
HOTAIR	miR-126-5p	GLS	29319172	Microarray,qRT-PCR,Western blot,Luciferase reporter assay
HOTAIR	miR-20a-5p	HMGA2	29473328	qPCR,Western blot,in vitro knockdown
HOTTIP	miR-637	AKT1	29474928	qPCR,Western blot,RIP etc
HOTTIP	miR-216a	BCL-2	29367594	Microarray,RT-qPCR,Western blot,Luciferase reporter assay,in vitro knockdown,RNAi,RIP
HOXA11-AS	miR-214-3p	NA	29761918	qPCR,Western blot etc
HOXA11-AS	miR-642b-3p	PDE4D	29616096	qPCR etc
HOXD-AS1	miR-130a	E2F8	29341117	qPCR,Western blot,Luciferase reporter assay etc
HOXD-AS1	miR-217	AEG-1	29749477	qPCR,Western blot,Luciferase reporter assay etc
HOXD-AS1	miR-608	FZD4	29416930	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
HULC	miR-150	ZEB1	29512732	qPCR etc
HULC	miR-200a-3p	ZEB1	29765457	qPCR,Western blot,Luciferase reporter assay etc
KCNQ1OT1	miR?504	CDK16	29532864	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
KCNQ1OT1	miR-153	MET	29667930	Microarray,qPCR,Western blot etc
LINC00152	miR-16	BMI1	29669323	qPCR,Luciferase reporter assay,in vitro knockdown
LINC00152	miR-193a-3p	MCL1	29339419	Microarray,qPCR,Western blot,RNAi etc
LINC00152	miR-107	HMGA2	29671226	qPCR,Western blot etc
LINC00174	miR-1910-3p	TAZ 	29729381	qPCR,Luciferase reporter assay etc
LINC00319	miR-450b-5p	EZH2	29408583	qPCR,Luciferase reporter assay etc
LINC00483	miR-30a-3p	SPAG9	29761936	qPCR,Western blot etc
LINC00511	miR-765	LAMC2	29315846	Microarray,qPCR,Western blot,Luciferase reporter assay etc
LINC00675	miR-942	GSK3B	29524886	qPCR,Western blot,Luciferase reporter assay etc
LINC00894-002	miR-200a-3p	TamR	29738694	qPCR,Western blot etc
LINC00894-002	miR-200b-3p	TamR	29738694	qPCR,Western blot etc
LINC01016	miR-302a-3p	SATB1	29467441	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
LINC01016	miR-3130-3p	SATB1	29467441	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
LINC01088	miR-24-1-5p	PAK4	29440672	Microarray,RT-qPCR,Western blot,Luciferase reporter assay
LINC01234	miR-204-5p	CBFB	29386218	qPCR,Western blot,Luciferase reporter assay,RIP etc
LINC01296	miR-21a	PDCD4	29673421	qPCR,RIP etc
LINC01296	miR-21a	PTEN	29673421	qPCR,RIP etc
LINC01296	miR-21a	TPM1	29673421	qPCR,RIP etc
ATB	miR-200a	STAT3	29331759	qPCR,Western blot etc
ATB	miR-200b	STAT3	29331759	qPCR,Western blot etc
ATB	miR-200c	STAT3	29331759	qPCR,Western blot etc
ATB	miR-200a	IL-1	29331759	qPCR,Western blot etc
ATB	miR-200b	IL-1	29331759	qPCR,Western blot etc
ATB	miR-200c	IL-1	29331759	qPCR,Western blot etc
LUCAT1	miR-375	DNMT1	29247823	qPCR,Western blot,RIP,in vitro knockdown etc
MALAT1	miR-125b	STAT3	28926115	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown, RIP etc
MALAT1	miR-101	NA	29479863	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc 
MALAT1	miR-145-5p	AKAP12	29633510	qPCR,Western blot,Luciferase reporter assay etc
MALAT1	miR-124	foxq1	29736319	qPCR,Western blot etc
MALAT1	miR-145	KLF4	29719612	qPCR,RNAi etc
MALAT1	miR-17	PTEN	29574704	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
MALAT1	miR-20a	PTEN	29574704	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
MALAT1	miR-106b	PTEN	29574704	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
MALAT1	miR-17	PTEN	29574704	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown
MALAT1	miR-20a	PTEN	29574704	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown
MALAT1	miR-107b	PTEN	29574704	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown
MALAT1	miR-143-3p	ZEB1	29604585	qPCR etc
MALAT1	miR-124	SNARE	29073720	qPCR,Western blot,Luciferase reporter assay etc
MALAT1	miR-509	Rac1	28560950	qPCR,Western blot,Luciferase reporter assay etc
MALAT1	miR-204	SIRT1	28720061	qPCR,Luciferase reporter assay etc
MAP3K20	miR-375	JAK2	29428732	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown, RIP etc
MCM3AP-AS1	miR-211	KLF5	29375300	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
MEG3	miR-21	VEGF	29710493	qPCR,Western blot,Luciferase reporter assay etc
MEG3	miR-21	PKM2	29749532	qPCR,Western blot,RNAi etc
MEG3	miR-1297	PTEN	29449541	RT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
MIAT	miR-141	DDX5	29540201	qPCR,RIP,Western blot,Luciferase reporter assay,in vitro knockdown etc
MIAT	miR-214	NA	29097358	qPCR,Western blot,RNAi etc
MIAT	miR-132	Derlin-1	29686537	qPCR,Western blot,Luciferase reporter assay etc
MIAT	miR-34a	NA	29487526	RNA-seq,qPCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
MIR100HG	miR-100	p53	29748571	RNA-seq,qPCR,Western blot etc
MIR100HG	miR-125b	p53	29748571	RNA-seq,qPCR,Western blot etc
MIR100HG	let-7a	p53	29748571	RNA-seq,qPCR,Western blot etc
MIR222HG	miR-221	NA	29540675	qPCR,luciferase reporter assayRIP,in vitro knockdown etc
MIR222HG	miR-222	NA	29540675	qPCR,luciferase reporter assayRIP,in vitro knockdown etc
MIR503HG	miR-503	Smurf2	29758012	qPCR etc
MNX1-AS1	miR-4443	NA	29678219	qPCR etc
MT1JP	miR-214-3p	RUNX3	29742512	qPCR,Western blot,RNAi etc
MT1JP	miR-92a-3p	FBXW7	29720189	qPCR,Western blot,Luciferase reporter assay etc
MYCNOS-01	miR-485-5p	MYCN	29466962	Microarray,qRT-PCR,Western blot,in vitro knockdown
n335586	miR-924	CKMT1A	29753758	qPCR,Western blot etc
NCK1-AS1	miR-6857	CDK1	29416014	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
NCK1-AS1	miR-6857	CDK6	29416014	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
NEAT1	miR-365	RGS20 	29484420	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
NEAT1	let-7a-5p	Rsf-1	29565706	qPCR,Western blot etc
NEAT1	miR-124-3p	ATGL	29764424	qPCR,Western blot etc
NEAT1	miR-34c	BCL-2 	29654165	qPCR,RNAi etc
NEAT1	miR-506	STAT3	29363783	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
NEAT1	miR-448	ZEB1	29323713	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
NEAT1	miR-129-5p	KLK7	29319165	Microarray,QRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
NEAT1	miR-106b-5p	ATAD2	29515109	qPCR,RNAi,Western blot
NNT-AS1	miR-142-3p	ZEB1	29710510	qPCR,Western blot etc
NORAD	miR-202-5p	NA	29471886	qRT-PCR,Western blot,in vitro knockdown,Luciferase reporter assay
NR2F1-AS1	miR-363	ABCC1	29602203	qPCR,Microarray,Western blot etc
OIP5-AS1	miR-186a-5p	ZEB1	29475118	qPCR,Western blot,RIP etc
PAX8-AS1-N	miR-17-5p	PTEN	29693272	qPCR,Western blot etc
PAX8-AS1-N	miR-17-5p	CDKN1A	29693272	qPCR,Western blot etc
PAX8-AS1-N	miR-17-5p	ZBTB4 	29693272	qPCR,Western blot etc
PFKFB2	miR-182	PFKFB2	29655792	qPCR etc
PlncRNA-1	miR-204	MMP9	29738066	Western blot etc
PRLB	miR-4766-5p	SIRT1	29752439	Microarray,qPCR,Western blot,RIP etc
PTENP1-AS	miR-21	AGO4	29719612	qPCR,RNAi etc
PVT1	miR-455	RUNX2PVT1	29637007	qPCR,Western blot etc
PVT1	miR-26b	CTGF	29620147	Western blot, Luciferase reporter assay etc
PVT1	miR-26b	ANGPT2	29620147	Western blot, Luciferase reporter assay etc
PVT1	miR-186	Twist1	29452232	RNA-seq,qPCR,Western blot etc
PVT1	miR-190a-5p	CTGF	29501773	qPCR,Luciferase reporter assay etc
PVT1	miR-488-3p	MEF2C	29501773	qPCR,Luciferase reporter assay etc
PVT1	miR-152	BMP3	28657147	qPCR etc
PWRN1	miR-425-5p	PTEN	29535266	Microarray,qPCR,Western blot,RIP,Luciferase reporter assay
PWRN1	miR-425-5p	Akt	29535266	Microarray,qPCR,Western blot,RIP,Luciferase reporter assay
PWRN1	miR-425-5p	MDM2	29535266	Microarray,qPCR,Western blot,RIP,Luciferase reporter assay
PWRN1	miR-425-5p	p53	29535266	Microarray,qPCR,Western blot,RIP,Luciferase reporter assay
lincRNA-ROR	miR-145	Sox2	29690669	qPCR,Western blot,luciferase reporter assay etc
lincRNA-ROR	miR-145	Nanog	29690669	qPCR,Western blot,luciferase reporter assay etc
lincRNA-ROR	miR-145	Oct4	29690669	qPCR,Western blot,luciferase reporter assay etc
lincRNA-ROR	miR-145	KLF4	29719612	qPCR,RNAi etc
lincRNA-ROR	miR-145	MUC1	29673594	qPCR etc
lincRNA-ROR	miR-145	RAD18	29559320	qPCR,Western blot etc
lincRNA-ROR	miR-145	FSCN1	29430188	qRT-PCR,Western blot,RIP
RP11-169D4.1	miR-205-5p	CDH1	28534968	qPCR,Western blot etc
RP11-396F22.1	miR-32	Cpne8	29636859	Microarray,qPCR,in vitro knockdown etc
RP11-909B2.1	miR-595	L3MBTL1	29737552	qPCR etc
RP4	miR-7-5p	SH3GLB1	29531464	Western blot,qPCR,in vitro knockdown,etc
SMARCC2	miR-551b-3p	TMPRSS4	29337109	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown, etc
SNHG1	miR-145-5p	NAUK1	29575772	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
SNHG1	miR-145-5p	MTDH	29466052	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
SNHG12	miR-424-5p	NA	29533945	qPCR,Luciferase reporter assay
SNHG12	miR-199a	Argo2	29565487	qPCR,RIP,Luciferase reporter assay
SNHG12	miR-199b-5p	Argo2	29565487	qPCR,RIP,Luciferase reporter assay
SNHG14	miR-145	PI3K	29667771	qPCR,Western blot,Luciferase reporter assay etc
SNHG14	miR-145	AKT	29667771	qPCR,Western blot,Luciferase reporter assay etc
SNHG14	miR-145	mTOR	29667771	qPCR,Western blot,Luciferase reporter assay etc
SNHG14	miR-92a-3p	NA	29552296	qRT-PCR,Western blot,Luciferase reporter assay
SNHG15	miR-486	CDK14	29630731	qPCR,Western blot,Luciferase reporter assay etc
SNHG15	miR-98	E2F transcription factor 5 protein	29750422	qPCR,Western blot etc
SNHG16	miR-4518	PRMT5	29529599	qPCR,Luciferase reporter assay,Western blot
SNHG16	miR-4518	PI3K	29529599	qPCR,Luciferase reporter assay,Western blot
SNHG16	miR-4518	Akt	29529599	qPCR,Luciferase reporter assay,Western blot
SNHG20	miR-140-5p	ADAM10	29604594	qPCR etc
